t,position,velocity
9.16,-0.368666,-0.122939
9.17,-0.369875,-0.119005
9.18,-0.371046,-0.115066
9.19,-0.372177,-0.111124
9.2,-0.373268,-0.107178
9.21,-0.37432,-0.10323
9.22,-0.375333,-0.0992788
9.23,-0.376306,-0.0953259
9.24,-0.377239,-0.0913715
9.25,-0.378133,-0.0874158
9.26,-0.378988,-0.0834593
9.27,-0.379802,-0.0795023
9.28,-0.380578,-0.0755454
9.29,-0.381313,-0.0715887
9.3,-0.382009,-0.0676329
9.31,-0.382666,-0.0636781
9.32,-0.383283,-0.059725
9.33,-0.38386,-0.0557737
9.34,-0.384398,-0.0518248
9.35,-0.384897,-0.0478786
9.36,-0.385356,-0.0439355
9.37,-0.385776,-0.0399958
9.38,-0.386156,-0.0360601
9.39,-0.386497,-0.0321286
9.4,-0.386799,-0.0282018
9.41,-0.387061,-0.02428
9.42,-0.387284,-0.0203636
9.43,-0.387468,-0.016453
9.44,-0.387613,-0.0125485
9.45,-0.387719,-0.00865062
9.46,-0.387786,-0.00475965
9.47,-0.387814,-0.000875982
9.48,-0.387804,0.00300002
9.49,-0.387754,0.00686797
9.5,-0.387666,0.0107275
9.51,-0.38754,0.0145783
9.52,-0.387375,0.0184199
9.53,-0.387172,0.022252
9.54,-0.38693,0.0260742
9.55,-0.38665,0.0298861
9.56,-0.386332,0.0336875
9.57,-0.385976,0.0374779
9.58,-0.385583,0.041257
9.59,-0.385151,0.0450244
9.6,-0.384682,0.0487798
9.61,-0.384176,0.0525228
9.62,-0.383632,0.0562531
9.63,-0.383051,0.0599703
9.64,-0.382432,0.0636741
9.65,-0.381777,0.0673642
9.66,-0.381085,0.0710401
9.67,-0.380357,0.0747016
9.68,-0.379591,0.0783483
9.69,-0.37879,0.0819799
9.7,-0.377952,0.0855961
9.71,-0.377078,0.0891965
9.72,-0.376168,0.0927808
9.73,-0.375222,0.0963486
9.74,-0.374241,0.0998997
9.75,-0.373224,0.103434
9.76,-0.372172,0.10695
9.77,-0.371085,0.110449
9.78,-0.369963,0.11393
9.79,-0.368807,0.117393
9.8,-0.367616,0.120837
9.81,-0.36639,0.124262
9.82,-0.36513,0.127667
9.83,-0.363837,0.131053
9.84,-0.362509,0.13442
9.85,-0.361148,0.137766
9.86,-0.359754,0.141091
9.87,-0.358327,0.144396
9.88,-0.356866,0.14768
9.89,-0.355373,0.150943
9.9,-0.353848,0.154184
9.91,-0.35229,0.157403
9.92,-0.3507,0.1606
9.93,-0.349078,0.163775
9.94,-0.347424,0.166926
9.95,-0.345739,0.170055
9.96,-0.344023,0.173161
9.97,-0.342276,0.176243
9.98,-0.340498,0.179301
9.99,-0.33869,0.182336
10,-0.336852,0.185346
10.01,-0.334983,0.188331
10.02,-0.333085,0.191292
10.03,-0.331158,0.194228
10.04,-0.329201,0.197138
10.05,-0.327215,0.200023
10.06,-0.3252,0.202882
10.07,-0.323157,0.205715
10.08,-0.321086,0.208522
10.09,-0.318987,0.211303
10.1,-0.31686,0.214057
10.11,-0.314706,0.216784
10.12,-0.312525,0.219484
10.13,-0.310316,0.222156
10.14,-0.308081,0.224801
10.15,-0.30582,0.227419
10.16,-0.303533,0.230008
10.17,-0.30122,0.232569
10.18,-0.298882,0.235102
10.19,-0.296518,0.237606
10.2,-0.29413,0.240082
10.21,-0.291717,0.242529
10.22,-0.289279,0.244946
10.23,-0.286818,0.247334
10.24,-0.284333,0.249693
10.25,-0.281824,0.252022
10.26,-0.279292,0.254322
10.27,-0.276738,0.256591
10.28,-0.274161,0.25883
10.29,-0.271561,0.261039
10.3,-0.26894,0.263217
10.31,-0.266297,0.265364
10.32,-0.263633,0.267481
10.33,-0.260948,0.269567
10.34,-0.258242,0.271622
10.35,-0.255515,0.273645
10.36,-0.252769,0.275638
10.37,-0.250003,0.277598
10.38,-0.247217,0.279527
10.39,-0.244412,0.281424
10.4,-0.241589,0.28329
10.41,-0.238747,0.285123
10.42,-0.235886,0.286924
10.43,-0.233008,0.288693
10.44,-0.230112,0.290429
10.45,-0.2272,0.292133
10.46,-0.22427,0.293805
10.47,-0.221324,0.295444
10.48,-0.218361,0.29705
10.49,-0.215383,0.298623
10.5,-0.212389,0.300163
10.51,-0.20938,0.30167
10.52,-0.206356,0.303144
10.53,-0.203317,0.304584
10.54,-0.200264,0.305992
10.55,-0.197197,0.307366
10.56,-0.194117,0.308706
10.57,-0.191023,0.310013
10.58,-0.187917,0.311286
10.59,-0.184798,0.312526
10.6,-0.181666,0.313732
10.61,-0.178523,0.314905
10.62,-0.175368,0.316043
10.63,-0.172202,0.317148
10.64,-0.169025,0.318219
10.65,-0.165838,0.319255
10.66,-0.16264,0.320258
10.67,-0.159433,0.321227
10.68,-0.156216,0.322162
10.69,-0.15299,0.323063
10.7,-0.149755,0.32393
10.71,-0.146511,0.324762
10.72,-0.14326,0.325561
10.73,-0.14,0.326325
10.74,-0.136733,0.327055
10.75,-0.133459,0.327752
10.76,-0.130178,0.328414
10.77,-0.126891,0.329041
10.78,-0.123598,0.329635
10.79,-0.120298,0.330195
10.8,-0.116994,0.33072
10.81,-0.113684,0.331212
10.82,-0.11037,0.331669
10.83,-0.107051,0.332093
10.84,-0.103728,0.332482
10.85,-0.100401,0.332837
10.86,-0.0970714,0.333159
10.87,-0.0937383,0.333446
10.88,-0.0904026,0.3337
10.89,-0.0870645,0.333919
10.9,-0.0837243,0.334105
10.91,-0.0803825,0.334257
10.92,-0.0770393,0.334376
10.93,-0.0736951,0.334461
10.94,-0.0703502,0.334512
10.95,-0.0670049,0.33453
10.96,-0.0636597,0.334514
10.97,-0.0603148,0.334465
10.98,-0.0569705,0.334382
10.99,-0.0536272,0.334267
11,-0.0502853,0.334118
11.01,-0.046945,0.333936
11.02,-0.0436067,0.333721
11.03,-0.0402707,0.333473
11.04,-0.0369373,0.333193
11.05,-0.0336069,0.332879
11.06,-0.0302798,0.332533
11.07,-0.0269564,0.332155
11.08,-0.0236368,0.331744
11.09,-0.0203216,0.331301
11.1,-0.0170109,0.330825
11.11,-0.0137052,0.330318
11.12,-0.0104047,0.329778
11.13,-0.00710975,0.329207
11.14,-0.00382067,0.328603
11.15,-0.000537783,0.327969
11.16,0.0027386,0.327302
11.17,0.00600816,0.326605
11.18,0.00927059,0.325876
11.19,0.0125256,0.325116
11.2,0.0157728,0.324325
11.21,0.019012,0.323503
11.22,0.0222428,0.322651
11.23,0.0254649,0.321768
11.24,0.028678,0.320854
11.25,0.0318819,0.319911
11.26,0.0350761,0.318937
11.27,0.0382605,0.317934
11.28,0.0414347,0.3169
11.29,0.0445984,0.315837
11.3,0.0477513,0.314745
11.31,0.0508932,0.313623
11.32,0.0540237,0.312473
11.33,0.0571426,0.311293
11.34,0.0602495,0.310085
11.35,0.0633442,0.308848
11.36,0.0664263,0.307582
11.37,0.0694957,0.306289
11.38,0.072552,0.304967
11.39,0.075595,0.303618
11.4,0.0786243,0.302241
11.41,0.0816397,0.300837
11.42,0.0846409,0.299405
11.43,0.0876277,0.297946
11.44,0.0905998,0.296461
11.45,0.0935569,0.294949
11.46,0.0964987,0.29341
11.47,0.099425,0.291845
11.48,0.102335,0.290254
11.49,0.10523,0.288637
11.5,0.108108,0.286995
11.51,0.11097,0.285327
11.52,0.113815,0.283634
11.53,0.116642,0.281917
11.54,0.119453,0.280174
11.55,0.122246,0.278407
11.56,0.125021,0.276616
11.57,0.127778,0.2748
11.58,0.130517,0.272961
11.59,0.133237,0.271098
11.6,0.135939,0.269212
11.61,0.138621,0.267302
11.62,0.141285,0.26537
11.63,0.143929,0.263415
11.64,0.146553,0.261438
11.65,0.149157,0.259439
11.66,0.151742,0.257417
11.67,0.154306,0.255374
11.68,0.156849,0.25331
11.69,0.159372,0.251224
11.7,0.161873,0.249117
11.71,0.164354,0.24699
11.72,0.166813,0.244843
11.73,0.169251,0.242675
11.74,0.171667,0.240487
11.75,0.17406,0.238279
11.76,0.176432,0.236053
11.77,0.178781,0.233807
11.78,0.181108,0.231542
11.79,0.183412,0.229258
11.8,0.185693,0.226957
11.81,0.187951,0.224637
11.82,0.190186,0.222299
11.83,0.192397,0.219944
11.84,0.194585,0.217572
11.85,0.196749,0.215182
11.86,0.198888,0.212776
11.87,0.201004,0.210353
11.88,0.203095,0.207915
11.89,0.205162,0.20546
11.9,0.207205,0.20299
11.91,0.209222,0.200504
11.92,0.211215,0.198003
11.93,0.213182,0.195488
11.94,0.215124,0.192958
11.95,0.217041,0.190414
11.96,0.218933,0.187855
11.97,0.220798,0.185284
11.98,0.222638,0.182698
11.99,0.224452,0.1801
12,0.22624,0.177489
12.01,0.228002,0.174865
12.02,0.229737,0.17223
12.03,0.231446,0.169582
12.04,0.233129,0.166922
12.05,0.234785,0.164252
12.06,0.236414,0.16157
12.07,0.238016,0.158877
12.08,0.239591,0.156174
12.09,0.24114,0.153461
12.1,0.242661,0.150738
12.11,0.244154,0.148005
12.12,0.245621,0.145263
12.13,0.24706,0.142511
12.14,0.248471,0.139751
12.15,0.249855,0.136983
12.16,0.251211,0.134206
12.17,0.252539,0.131422
12.18,0.253839,0.12863
12.19,0.255111,0.125831
12.2,0.256356,0.123025
12.21,0.257572,0.120212
12.22,0.25876,0.117392
12.23,0.25992,0.114567
12.24,0.261051,0.111736
12.25,0.262154,0.108899
12.26,0.263229,0.106057
12.27,0.264275,0.103211
12.28,0.265293,0.100359
12.29,0.266283,0.0975033
12.3,0.267243,0.0946435
12.31,0.268175,0.09178
12.32,0.269079,0.088913
12.33,0.269954,0.0860428
12.34,0.2708,0.0831698
12.35,0.271617,0.0802943
12.36,0.272406,0.0774164
12.37,0.273165,0.0745366
12.38,0.273896,0.071655
12.39,0.274598,0.0687721
12.4,0.275272,0.0658881
12.41,0.275916,0.0630032
12.42,0.276532,0.0601178
12.43,0.277119,0.0572322
12.44,0.277676,0.0543466
12.45,0.278206,0.0514614
12.46,0.278706,0.0485768
12.47,0.279177,0.0456931
12.48,0.27962,0.0428106
12.49,0.280033,0.0399295
12.5,0.280418,0.0370503
12.51,0.280774,0.0341731
12.52,0.281102,0.0312982
12.53,0.2814,0.0284259
12.54,0.28167,0.0255566
12.55,0.281911,0.0226904
12.56,0.282124,0.0198277
12.57,0.282308,0.0169687
12.58,0.282463,0.0141137
12.59,0.28259,0.0112631
12.6,0.282689,0.00841697
12.61,0.282759,0.00557571
12.62,0.2828,0.00273958
12.63,0.282813,-9.11566e-005
12.64,0.282798,-0.00291623
12.65,0.282755,-0.00573537
12.66,0.282684,-0.0085483
12.67,0.282584,-0.0113548
12.68,0.282457,-0.0141545
12.69,0.282301,-0.0169472
12.7,0.282118,-0.0197326
12.71,0.281906,-0.0225105
12.72,0.281668,-0.0252806
12.73,0.281401,-0.0280427
12.74,0.281107,-0.0307964
12.75,0.280785,-0.0335415
12.76,0.280436,-0.0362778
12.77,0.280059,-0.039005
12.78,0.279656,-0.0417229
12.79,0.279225,-0.0444312
12.8,0.278767,-0.0471296
12.81,0.278283,-0.0498179
12.82,0.277771,-0.0524959
12.83,0.277233,-0.0551633
12.84,0.276668,-0.0578198
12.85,0.276076,-0.0604653
12.86,0.275458,-0.0630994
12.87,0.274814,-0.065722
12.88,0.274144,-0.0683327
12.89,0.273448,-0.0709314
12.9,0.272725,-0.0735179
12.91,0.271977,-0.0760918
12.92,0.271204,-0.078653
12.93,0.270404,-0.0812012
12.94,0.26958,-0.0837362
12.95,0.26873,-0.0862578
12.96,0.267855,-0.0887657
12.97,0.266954,-0.0912597
12.98,0.266029,-0.0937397
12.99,0.26508,-0.0962053
13,0.264105,-0.0986564
13.01,0.263107,-0.101093
13.02,0.262084,-0.103514
13.03,0.261036,-0.10592
13.04,0.259965,-0.108311
13.05,0.25887,-0.110686
13.06,0.257752,-0.113046
13.07,0.256609,-0.115389
13.08,0.255444,-0.117716
13.09,0.254255,-0.120027
13.1,0.253043,-0.122321
13.11,0.251809,-0.124598
13.12,0.250551,-0.126859
13.13,0.249272,-0.129102
13.14,0.247969,-0.131328
13.15,0.246645,-0.133536
13.16,0.245299,-0.135726
13.17,0.243931,-0.137899
13.18,0.242541,-0.140053
13.19,0.24113,-0.14219
13.2,0.239697,-0.144307
13.21,0.238244,-0.146406
13.22,0.236769,-0.148486
13.23,0.235274,-0.150548
13.24,0.233758,-0.15259
13.25,0.232222,-0.154612
13.26,0.230666,-0.156616
13.27,0.22909,-0.158599
13.28,0.227494,-0.160563
13.29,0.225879,-0.162507
13.3,0.224244,-0.16443
13.31,0.22259,-0.166334
13.32,0.220917,-0.168217
13.33,0.219226,-0.170079
13.34,0.217516,-0.171921
13.35,0.215788,-0.173742
13.36,0.214041,-0.175542
13.37,0.212277,-0.17732
13.38,0.210495,-0.179078
13.39,0.208695,-0.180814
13.4,0.206879,-0.182529
13.41,0.205045,-0.184221
13.42,0.203194,-0.185893
13.43,0.201327,-0.187542
13.44,0.199443,-0.189169
13.45,0.197544,-0.190774
13.46,0.195628,-0.192357
13.47,0.193697,-0.193917
13.48,0.19175,-0.195455
13.49,0.189788,-0.19697
13.5,0.18781,-0.198463
13.51,0.185818,-0.199932
13.52,0.183812,-0.201379
13.53,0.181791,-0.202803
13.54,0.179756,-0.204204
13.55,0.177707,-0.205581
13.56,0.175644,-0.206936
13.57,0.173568,-0.208266
13.58,0.171479,-0.209574
13.59,0.169377,-0.210858
13.6,0.167262,-0.212118
13.61,0.165135,-0.213354
13.62,0.162995,-0.214567
13.63,0.160843,-0.215756
13.64,0.15868,-0.216921
13.65,0.156505,-0.218062
13.66,0.154319,-0.219179
13.67,0.152122,-0.220272
13.68,0.149913,-0.22134
13.69,0.147695,-0.222385
13.7,0.145466,-0.223405
13.71,0.143227,-0.2244
13.72,0.140978,-0.225371
13.73,0.138719,-0.226318
13.74,0.136452,-0.227241
13.75,0.134175,-0.228138
13.76,0.131889,-0.229011
13.77,0.129595,-0.22986
13.78,0.127292,-0.230684
13.79,0.124981,-0.231483
13.8,0.122662,-0.232258
13.81,0.120336,-0.233007
13.82,0.118002,-0.233732
13.83,0.115661,-0.234432
13.84,0.113314,-0.235108
13.85,0.110959,-0.235758
13.86,0.108599,-0.236384
13.87,0.106232,-0.236985
13.88,0.103859,-0.237561
13.89,0.101481,-0.238112
13.9,0.0990968,-0.238638
13.91,0.0967079,-0.239139
13.92,0.0943141,-0.239615
13.93,0.0919157,-0.240067
13.94,0.0895128,-0.240493
13.95,0.0871059,-0.240895
13.96,0.084695,-0.241272
13.97,0.0822805,-0.241624
13.98,0.0798626,-0.241951
13.99,0.0774416,-0.242253
14,0.0750176,-0.242531
14.01,0.072591,-0.242784
14.02,0.070162,-0.243012
14.03,0.0677309,-0.243215
14.04,0.0652978,-0.243393
14.05,0.0628631,-0.243547
14.06,0.060427,-0.243676
14.07,0.0579897,-0.243781
14.08,0.0555514,-0.243861
14.09,0.0531125,-0.243917
14.1,0.0506732,-0.243948
14.11,0.0482336,-0.243954
14.12,0.0457942,-0.243937
14.13,0.043355,-0.243895
14.14,0.0409164,-0.243828
14.15,0.0384785,-0.243738
14.16,0.0360417,-0.243623
14.17,0.0336061,-0.243484
14.18,0.0311721,-0.243321
14.19,0.0287398,-0.243134
14.2,0.0263095,-0.242923
14.21,0.0238814,-0.242689
14.22,0.0214558,-0.24243
14.23,0.0190329,-0.242148
14.24,0.0166129,-0.241842
14.25,0.0141961,-0.241513
14.26,0.0117827,-0.24116
14.27,0.00937299,-0.240784
14.28,0.00696713,-0.240385
14.29,0.00456538,-0.239962
14.3,0.00216797,-0.239516
14.31,-0.000224863,-0.239047
14.32,-0.00261289,-0.238555
14.33,-0.00499589,-0.238041
14.34,-0.00737363,-0.237503
14.35,-0.00974588,-0.236943
14.36,-0.0121124,-0.236361
14.37,-0.014473,-0.235756
14.38,-0.0168275,-0.235128
14.39,-0.0191755,-0.234479
14.4,-0.021517,-0.233807
14.41,-0.0238516,-0.233113
14.42,-0.0261791,-0.232397
14.43,-0.0284994,-0.23166
14.44,-0.0308123,-0.230901
14.45,-0.0331174,-0.23012
14.46,-0.0354146,-0.229318
14.47,-0.0377037,-0.228495
14.48,-0.0399844,-0.22765
14.49,-0.0422566,-0.226784
14.5,-0.04452,-0.225898
14.51,-0.0467745,-0.22499
14.52,-0.0490198,-0.224062
14.53,-0.0512557,-0.223114
14.54,-0.053482,-0.222145
14.55,-0.0556985,-0.221156
14.56,-0.057905,-0.220146
14.57,-0.0601014,-0.219117
14.58,-0.0622873,-0.218068
14.59,-0.0644627,-0.216999
14.6,-0.0666272,-0.215911
14.61,-0.0687808,-0.214803
14.62,-0.0709232,-0.213676
14.63,-0.0730543,-0.21253
14.64,-0.0751737,-0.211365
14.65,-0.0772815,-0.210181
14.66,-0.0793773,-0.208978
14.67,-0.081461,-0.207757
14.68,-0.0835324,-0.206518
14.69,-0.0855913,-0.205261
14.7,-0.0876375,-0.203985
14.71,-0.0896709,-0.202692
14.72,-0.0916913,-0.201381
14.73,-0.0936985,-0.200053
14.74,-0.0956923,-0.198707
14.75,-0.0976726,-0.197344
14.76,-0.0996392,-0.195964
14.77,-0.101592,-0.194568
14.78,-0.10353,-0.193154
14.79,-0.105455,-0.191724
14.8,-0.107365,-0.190278
14.81,-0.10926,-0.188816
14.82,-0.111141,-0.187338
14.83,-0.113007,-0.185844
14.84,-0.114858,-0.184334
14.85,-0.116694,-0.18281
14.86,-0.118514,-0.181269
14.87,-0.120319,-0.179714
14.88,-0.122108,-0.178144
14.89,-0.123882,-0.17656
14.9,-0.12564,-0.17496
14.91,-0.127381,-0.173347
14.92,-0.129106,-0.17172
14.93,-0.130815,-0.170078
14.94,-0.132508,-0.168423
14.95,-0.134184,-0.166754
14.96,-0.135843,-0.165072
14.97,-0.137485,-0.163377
14.98,-0.13911,-0.161669
14.99,-0.140719,-0.159948
15,-0.142309,-0.158215
15.01,-0.143883,-0.156469
15.02,-0.145439,-0.154712
15.03,-0.146977,-0.152942
15.04,-0.148498,-0.15116
15.05,-0.15,-0.149367
15.06,-0.151485,-0.147563
15.07,-0.152951,-0.145747
15.08,-0.1544,-0.143921
15.09,-0.15583,-0.142084
15.1,-0.157241,-0.140236
15.11,-0.158634,-0.138378
15.12,-0.160009,-0.13651
15.13,-0.161365,-0.134632
15.14,-0.162702,-0.132744
15.15,-0.164019,-0.130847
15.16,-0.165318,-0.128941
15.17,-0.166598,-0.127025
15.18,-0.167859,-0.125101
15.19,-0.1691,-0.123167
15.2,-0.170322,-0.121226
15.21,-0.171525,-0.119276
15.22,-0.172708,-0.117318
15.23,-0.173871,-0.115353
15.24,-0.175015,-0.11338
15.25,-0.176139,-0.111399
15.26,-0.177243,-0.109411
15.27,-0.178327,-0.107417
15.28,-0.179391,-0.105415
15.29,-0.180435,-0.103407
15.3,-0.181459,-0.101393
15.31,-0.182463,-0.0993726
15.32,-0.183447,-0.0973463
15.33,-0.18441,-0.0953143
15.34,-0.185353,-0.0932769
15.35,-0.186275,-0.0912342
15.36,-0.187178,-0.0891865
15.37,-0.188059,-0.087134
15.38,-0.18892,-0.0850769
15.39,-0.189761,-0.0830154
15.4,-0.19058,-0.0809497
15.41,-0.19138,-0.07888
15.42,-0.192158,-0.0768066
15.43,-0.192916,-0.0747297
15.44,-0.193653,-0.0726495
15.45,-0.194369,-0.0705661
15.46,-0.195064,-0.0684799
15.47,-0.195738,-0.066391
15.48,-0.196392,-0.0642997
15.49,-0.197024,-0.0622061
15.5,-0.197636,-0.0601104
15.51,-0.198227,-0.058013
15.52,-0.198796,-0.0559139
15.53,-0.199345,-0.0538135
15.54,-0.199872,-0.0517118
15.55,-0.200379,-0.0496092
15.56,-0.200865,-0.0475059
15.57,-0.201329,-0.045402
15.58,-0.201773,-0.0432978
15.59,-0.202195,-0.0411934
15.6,-0.202596,-0.0390892
15.61,-0.202977,-0.0369852
15.62,-0.203336,-0.0348817
15.63,-0.203675,-0.032779
15.64,-0.203992,-0.0306772
15.65,-0.204288,-0.0285765
15.66,-0.204563,-0.0264772
15.67,-0.204818,-0.0243794
15.68,-0.205051,-0.0222834
15.69,-0.205263,-0.0201894
15.7,-0.205455,-0.0180975
15.71,-0.205625,-0.0160079
15.72,-0.205775,-0.013921
15.73,-0.205904,-0.0118368
15.74,-0.206012,-0.00975564
15.75,-0.206099,-0.00767763
15.76,-0.206165,-0.00560302
15.77,-0.206211,-0.00353198
15.78,-0.206236,-0.00146474
15.79,-0.20624,0.000598525
15.8,-0.206224,0.00265761
15.81,-0.206187,0.00471231
15.82,-0.20613,0.00676243
15.83,-0.206052,0.00880779
15.84,-0.205954,0.0108482
15.85,-0.205835,0.0128834
15.86,-0.205696,0.0149133
15.87,-0.205537,0.0169376
15.88,-0.205357,0.0189562
15.89,-0.205158,0.0209689
15.9,-0.204938,0.0229754
15.91,-0.204698,0.0249756
15.92,-0.204438,0.0269694
15.93,-0.204159,0.0289565
15.94,-0.203859,0.0309367
15.95,-0.20354,0.0329098
15.96,-0.203201,0.0348758
15.97,-0.202842,0.0368343
15.98,-0.202464,0.0387852
15.99,-0.202067,0.0407284
16,-0.20165,0.0426636
16.01,-0.201214,0.0445907
16.02,-0.200758,0.0465094
16.03,-0.200283,0.0484197
16.04,-0.19979,0.0503214
16.05,-0.199277,0.0522142
16.06,-0.198745,0.054098
16.07,-0.198195,0.0559726
16.08,-0.197626,0.057838
16.09,-0.197038,0.0596938
16.1,-0.196432,0.0615399
16.11,-0.195808,0.0633762
16.12,-0.195165,0.0652025
16.13,-0.194504,0.0670186
16.14,-0.193824,0.0688244
16.15,-0.193127,0.0706198
16.16,-0.192412,0.0724044
16.17,-0.191679,0.0741783
16.18,-0.190928,0.0759412
16.19,-0.19016,0.0776931
16.2,-0.189375,0.0794336
16.21,-0.188572,0.0811628
16.22,-0.187751,0.0828804
16.23,-0.186914,0.0845862
16.24,-0.18606,0.0862802
16.25,-0.185188,0.0879623
16.26,-0.1843,0.0896321
16.27,-0.183396,0.0912897
16.28,-0.182475,0.0929348
16.29,-0.181537,0.0945674
16.3,-0.180583,0.0961873
16.31,-0.179614,0.0977943
16.32,-0.178628,0.0993883
16.33,-0.177626,0.100969
16.34,-0.176608,0.102537
16.35,-0.175575,0.104091
16.36,-0.174526,0.105632
16.37,-0.173462,0.107159
16.38,-0.172383,0.108673
16.39,-0.171289,0.110172
16.4,-0.17018,0.111658
16.41,-0.169056,0.113129
16.42,-0.167917,0.114586
16.43,-0.166764,0.116029
16.44,-0.165597,0.117457
16.45,-0.164415,0.118871
16.46,-0.163219,0.12027
16.47,-0.16201,0.121654
16.48,-0.160786,0.123024
16.49,-0.159549,0.124378
16.5,-0.158299,0.125717
16.51,-0.157035,0.127041
16.52,-0.155758,0.12835
16.53,-0.154468,0.129643
16.54,-0.153165,0.13092
16.55,-0.15185,0.132182
16.56,-0.150522,0.133429
16.57,-0.149181,0.134659
16.58,-0.147829,0.135874
16.59,-0.146464,0.137072
16.6,-0.145087,0.138255
16.61,-0.143699,0.139421
16.62,-0.142299,0.140571
16.63,-0.140888,0.141704
16.64,-0.139465,0.142822
16.65,-0.138031,0.143922
16.66,-0.136586,0.145007
16.67,-0.135131,0.146074
16.68,-0.133665,0.147125
16.69,-0.132189,0.148159
16.7,-0.130702,0.149176
16.71,-0.129205,0.150176
16.72,-0.127698,0.151159
16.73,-0.126182,0.152126
16.74,-0.124656,0.153075
16.75,-0.123121,0.154006
16.76,-0.121576,0.154921
16.77,-0.120022,0.155818
16.78,-0.11846,0.156698
16.79,-0.116888,0.157561
16.8,-0.115308,0.158406
16.81,-0.11372,0.159233
16.82,-0.112124,0.160043
16.83,-0.110519,0.160835
16.84,-0.108907,0.16161
16.85,-0.107287,0.162367
16.86,-0.10566,0.163106
16.87,-0.104025,0.163828
16.88,-0.102383,0.164531
16.89,-0.100735,0.165217
16.9,-0.0990792,0.165885
16.91,-0.0974171,0.166535
16.92,-0.0957485,0.167167
16.93,-0.0940738,0.167782
16.94,-0.0923929,0.168378
16.95,-0.0907063,0.168956
16.96,-0.0890139,0.169516
16.97,-0.087316,0.170058
16.98,-0.0856128,0.170582
16.99,-0.0839044,0.171088
17,-0.0821911,0.171576
17.01,-0.080473,0.172046
17.02,-0.0787502,0.172497
17.03,-0.0770231,0.172931
17.04,-0.0752917,0.173346
17.05,-0.0735562,0.173743
17.06,-0.0718169,0.174122
17.07,-0.0700738,0.174483
17.08,-0.0683273,0.174826
17.09,-0.0665774,0.17515
17.1,-0.0648243,0.175457
17.11,-0.0630683,0.175745
17.12,-0.0613095,0.176015
17.13,-0.0595481,0.176267
17.14,-0.0577842,0.176501
17.15,-0.0560181,0.176717
17.16,-0.0542499,0.176914
17.17,-0.0524799,0.177094
17.18,-0.0507081,0.177256
17.19,-0.0489348,0.177399
17.2,-0.0471602,0.177525
17.21,-0.0453844,0.177632
17.22,-0.0436076,0.177722
17.23,-0.04183,0.177794
17.24,-0.0400518,0.177847
17.25,-0.0382731,0.177883
17.26,-0.0364942,0.177901
17.27,-0.0347152,0.177901
17.28,-0.0329362,0.177884
17.29,-0.0311576,0.177849
17.3,-0.0293793,0.177796
17.31,-0.0276017,0.177725
17.32,-0.0258249,0.177637
17.33,-0.024049,0.177531
17.34,-0.0222743,0.177408
17.35,-0.0205009,0.177267
17.36,-0.018729,0.177109
17.37,-0.0169588,0.176933
17.38,-0.0151904,0.17674
17.39,-0.0134241,0.17653
17.4,-0.0116599,0.176303
17.41,-0.00989807,0.176058
17.42,-0.00813878,0.175796
17.43,-0.0063822,0.175518
17.44,-0.00462849,0.175222
17.45,-0.00287782,0.174909
17.46,-0.00113036,0.17458
17.47,0.000613723,0.174234
17.48,0.00235426,0.173871
17.49,0.00409108,0.173491
17.5,0.00582402,0.173095
17.51,0.00755292,0.172682
17.52,0.00927761,0.172253
17.53,0.0109979,0.171808
17.54,0.0127137,0.171346
17.55,0.0144248,0.170868
17.56,0.016131,0.170374
17.57,0.0178322,0.169864
17.58,0.0195282,0.169338
17.59,0.0212189,0.168796
17.6,0.0229041,0.168238
17.61,0.0245836,0.167665
17.62,0.0262574,0.167076
17.63,0.0279251,0.166472
17.64,0.0295867,0.165852
17.65,0.0312421,0.165217
17.66,0.032891,0.164566
17.67,0.0345334,0.1639
17.68,0.036169,0.16322
