t,position,velocity
26.33,0.0411193,-0.063191
26.34,0.040486,-0.0634724
26.35,0.0398499,-0.0637468
26.36,0.0392111,-0.0640144
26.37,0.0385696,-0.064275
26.38,0.0379256,-0.0645286
26.39,0.0372791,-0.0647754
26.4,0.0366301,-0.0650151
26.41,0.0359788,-0.0652479
26.42,0.0353252,-0.0654737
26.43,0.0346694,-0.0656925
26.44,0.0340114,-0.0659043
26.45,0.0333513,-0.0661091
26.46,0.0326892,-0.0663069
26.47,0.0320252,-0.0664977
26.48,0.0313593,-0.0666814
26.49,0.0306916,-0.0668581
26.5,0.0300221,-0.0670278
26.51,0.029351,-0.0671905
26.52,0.0286784,-0.0673461
26.53,0.0280041,-0.0674946
26.54,0.0273285,-0.0676362
26.55,0.0266514,-0.0677707
26.56,0.0259731,-0.0678981
26.57,0.0252935,-0.0680185
26.58,0.0246128,-0.0681319
26.59,0.0239309,-0.0682383
26.6,0.023248,-0.0683376
26.61,0.0225642,-0.0684299
26.62,0.0218794,-0.0685152
26.63,0.0211939,-0.0685934
26.64,0.0205076,-0.0686647
26.65,0.0198206,-0.0687289
26.66,0.019133,-0.0687862
26.67,0.0184449,-0.0688364
26.68,0.0177563,-0.0688797
26.69,0.0170673,-0.068916
26.7,0.016378,-0.0689454
26.71,0.0156885,-0.0689678
26.72,0.0149987,-0.0689833
26.73,0.0143088,-0.0689919
26.74,0.0136189,-0.0689935
26.75,0.012929,-0.0689883
26.76,0.0122391,-0.0689762
26.77,0.0115495,-0.0689572
26.78,0.01086,-0.0689313
26.79,0.0101709,-0.0688986
26.8,0.00948207,-0.0688591
26.81,0.00879371,-0.0688129
26.82,0.00810584,-0.0687598
26.83,0.00741853,-0.0686999
26.84,0.00673186,-0.0686334
26.85,0.00604589,-0.06856
26.86,0.00536068,-0.06848
26.87,0.00467631,-0.0683933
26.88,0.00399284,-0.0683
26.89,0.00331033,-0.0682
26.9,0.00262886,-0.0680934
26.91,0.00194849,-0.0679802
26.92,0.00126928,-0.0678605
26.93,0.000591298,-0.0677342
26.94,-8.53851e-005,-0.0676014
26.95,-0.000760708,-0.0674621
26.96,-0.0014346,-0.0673163
26.97,-0.00210701,-0.0671641
26.98,-0.00277787,-0.0670055
26.99,-0.0034471,-0.0668406
27,-0.00411466,-0.0666692
27.01,-0.00478047,-0.0664916
27.02,-0.00544447,-0.0663077
27.03,-0.0061066,-0.0661175
27.04,-0.0067668,-0.0659211
27.05,-0.007425,-0.0657185
27.06,-0.00808114,-0.0655097
27.07,-0.00873517,-0.0652948
27.08,-0.00938702,-0.0650738
27.09,-0.0100366,-0.0648468
27.1,-0.0106839,-0.0646137
27.11,-0.0113289,-0.0643747
27.12,-0.0119714,-0.0641297
27.13,-0.0126115,-0.0638787
27.14,-0.013249,-0.0636219
27.15,-0.0138839,-0.0633593
27.16,-0.0145161,-0.0630908
27.17,-0.0151457,-0.0628166
27.18,-0.0157724,-0.0625367
27.19,-0.0163964,-0.062251
27.2,-0.0170174,-0.0619597
27.21,-0.0176356,-0.0616629
27.22,-0.0182507,-0.0613604
27.23,-0.0188628,-0.0610524
27.24,-0.0194717,-0.0607389
27.25,-0.0200775,-0.06042
27.26,-0.0206801,-0.0600957
27.27,-0.0212794,-0.0597661
27.28,-0.0218754,-0.0594311
27.29,-0.022468,-0.0590909
27.3,-0.0230572,-0.0587454
27.31,-0.0236429,-0.0583947
27.32,-0.0242251,-0.058039
27.33,-0.0248037,-0.0576781
27.34,-0.0253786,-0.0573122
27.35,-0.0259499,-0.0569413
27.36,-0.0265174,-0.0565654
27.37,-0.0270812,-0.0561847
27.38,-0.0276411,-0.0557991
27.39,-0.0281972,-0.0554087
27.4,-0.0287493,-0.0550135
27.41,-0.0292974,-0.0546137
27.42,-0.0298415,-0.0542092
27.43,-0.0303816,-0.0538
27.44,-0.0309175,-0.0533863
27.45,-0.0314493,-0.0529681
27.46,-0.0319769,-0.0525455
27.47,-0.0325002,-0.0521184
27.48,-0.0330192,-0.051687
27.49,-0.0335339,-0.0512513
27.5,-0.0340442,-0.0508114
27.51,-0.0345501,-0.0503672
27.52,-0.0350516,-0.0499189
27.53,-0.0355485,-0.0494665
27.54,-0.0360409,-0.0490101
27.55,-0.0365287,-0.0485497
27.56,-0.0370119,-0.0480853
27.57,-0.0374904,-0.0476171
27.58,-0.0379642,-0.0471451
27.59,-0.0384333,-0.0466693
27.6,-0.0388976,-0.0461898
27.61,-0.039357,-0.0457066
27.62,-0.0398117,-0.0452198
27.63,-0.0402614,-0.0447295
27.64,-0.0407063,-0.0442357
27.65,-0.0411461,-0.0437384
27.66,-0.041581,-0.0432378
27.67,-0.0420109,-0.0427339
27.68,-0.0424357,-0.0422267
27.69,-0.0428554,-0.0417163
27.7,-0.04327,-0.0412027
27.71,-0.0436794,-0.0406861
27.72,-0.0440837,-0.0401664
27.73,-0.0444828,-0.0396438
27.74,-0.0448766,-0.0391182
27.75,-0.0452651,-0.0385898
27.76,-0.0456484,-0.0380586
27.77,-0.0460263,-0.0375246
27.78,-0.0463988,-0.036988
27.79,-0.046766,-0.0364487
27.8,-0.0471278,-0.0359069
27.81,-0.0474842,-0.0353625
27.82,-0.0478351,-0.0348158
27.83,-0.0481805,-0.0342666
27.84,-0.0485204,-0.0337151
27.85,-0.0488548,-0.0331613
27.86,-0.0491836,-0.0326054
27.87,-0.0495069,-0.0320473
27.88,-0.0498245,-0.0314871
27.89,-0.0501366,-0.0309249
27.9,-0.050443,-0.0303607
27.91,-0.0507438,-0.0297946
27.92,-0.0510389,-0.0292266
27.93,-0.0513283,-0.0286569
27.94,-0.051612,-0.0280855
27.95,-0.05189,-0.0275123
27.96,-0.0521623,-0.0269376
27.97,-0.0524288,-0.0263614
27.98,-0.0526895,-0.0257836
27.99,-0.0529444,-0.0252045
28,-0.0531936,-0.0246239
28.01,-0.0534369,-0.0240421
28.02,-0.0536744,-0.0234591
28.03,-0.0539061,-0.0228748
28.04,-0.0541319,-0.0222895
28.05,-0.0543519,-0.021703
28.06,-0.054566,-0.0211156
28.07,-0.0547742,-0.0205273
28.08,-0.0549765,-0.019938
28.09,-0.055173,-0.019348
28.1,-0.0553635,-0.0187572
28.11,-0.0555481,-0.0181657
28.12,-0.0557268,-0.0175736
28.13,-0.0558996,-0.0169809
28.14,-0.0560664,-0.0163877
28.15,-0.0562273,-0.0157941
28.16,-0.0563823,-0.0152
28.17,-0.0565313,-0.0146056
28.18,-0.0566744,-0.014011
28.19,-0.0568115,-0.0134161
28.2,-0.0569427,-0.0128211
28.21,-0.057068,-0.012226
28.22,-0.0571872,-0.0116309
28.23,-0.0573006,-0.0110358
28.24,-0.057408,-0.0104407
28.25,-0.0575094,-0.00984586
28.26,-0.0576049,-0.00925118
28.27,-0.0576944,-0.00865677
28.28,-0.057778,-0.00806269
28.29,-0.0578557,-0.00746898
28.3,-0.0579274,-0.00687572
28.31,-0.0579932,-0.00628295
28.32,-0.0580531,-0.00569074
28.33,-0.058107,-0.00509915
28.34,-0.058155,-0.00450822
28.35,-0.0581972,-0.00391803
28.36,-0.0582334,-0.00332863
28.37,-0.0582637,-0.00274007
28.38,-0.0582882,-0.00215241
28.39,-0.0583068,-0.00156571
28.4,-0.0583195,-0.000980031
28.41,-0.0583264,-0.000395421
28.42,-0.0583274,0.00018806
28.43,-0.0583226,0.000770357
28.44,-0.058312,0.00135141
28.45,-0.0582956,0.00193117
28.46,-0.0582734,0.00250958
28.47,-0.0582454,0.00308659
28.48,-0.0582117,0.00366213
28.49,-0.0581722,0.00423615
28.5,-0.058127,0.00480861
28.51,-0.058076,0.00537944
28.52,-0.0580194,0.00594859
28.53,-0.0579571,0.00651601
28.54,-0.0578891,0.00708165
28.55,-0.0578154,0.00764545
28.56,-0.0577362,0.00820736
28.57,-0.0576513,0.00876733
28.58,-0.0575608,0.0093253
28.59,-0.0574648,0.00988123
28.6,-0.0573632,0.0104351
28.61,-0.0572561,0.0109867
28.62,-0.0571435,0.0115362
28.63,-0.0570254,0.0120834
28.64,-0.0569018,0.0126284
28.65,-0.0567728,0.0131709
28.66,-0.0566384,0.0137111
28.67,-0.0564986,0.0142489
28.68,-0.0563534,0.0147841
28.69,-0.0562029,0.0153168
28.7,-0.0560471,0.0158469
28.71,-0.055886,0.0163743
28.72,-0.0557196,0.0168991
28.73,-0.055548,0.0174211
28.74,-0.0553712,0.0179403
28.75,-0.0551892,0.0184567
28.76,-0.0550021,0.0189703
28.77,-0.0548098,0.0194809
28.78,-0.0546125,0.0199885
28.79,-0.0544101,0.0204932
28.8,-0.0542026,0.0209947
28.81,-0.0539902,0.0214932
28.82,-0.0537728,0.0219886
28.83,-0.0535504,0.0224807
28.84,-0.0533232,0.0229696
28.85,-0.0530911,0.0234553
28.86,-0.0528541,0.0239376
28.87,-0.0526123,0.0244166
28.88,-0.0523658,0.0248922
28.89,-0.0521145,0.0253643
28.9,-0.0518585,0.025833
28.91,-0.0515978,0.0262982
28.92,-0.0513325,0.0267598
28.93,-0.0510627,0.0272178
28.94,-0.0507882,0.0276721
28.95,-0.0505092,0.0281228
28.96,-0.0502258,0.0285698
28.97,-0.0499378,0.029013
28.98,-0.0496455,0.0294525
28.99,-0.0493488,0.0298881
29,-0.0490478,0.0303199
29.01,-0.0487424,0.0307478
29.02,-0.0484328,0.0311718
29.03,-0.048119,0.0315918
29.04,-0.047801,0.0320078
29.05,-0.0474789,0.0324197
29.06,-0.0471526,0.0328276
29.07,-0.0468223,0.0332315
29.08,-0.046488,0.0336312
29.09,-0.0461497,0.0340267
29.1,-0.0458075,0.034418
29.11,-0.0454614,0.0348052
29.12,-0.0451114,0.035188
29.13,-0.0447576,0.0355666
29.14,-0.0444001,0.0359409
29.15,-0.0440388,0.0363108
29.16,-0.0436739,0.0366764
29.17,-0.0433053,0.0370376
29.18,-0.0429331,0.0373944
29.19,-0.0425574,0.0377467
29.2,-0.0421782,0.0380945
29.21,-0.0417955,0.0384379
29.22,-0.0414095,0.0387767
29.23,-0.04102,0.0391109
29.24,-0.0406273,0.0394406
29.25,-0.0402312,0.0397657
29.26,-0.039832,0.0400862
29.27,-0.0394295,0.040402
29.28,-0.0390239,0.0407132
29.29,-0.0386153,0.0410196
29.3,-0.0382036,0.0413214
29.31,-0.0377889,0.0416184
29.32,-0.0373712,0.0419107
29.33,-0.0369507,0.0421982
29.34,-0.0365273,0.0424809
29.35,-0.0361011,0.0427588
29.36,-0.0356721,0.0430319
29.37,-0.0352404,0.0433001
29.38,-0.0348061,0.0435635
29.39,-0.0343692,0.043822
29.4,-0.0339297,0.0440756
29.41,-0.0334877,0.0443242
29.42,-0.0330432,0.044568
29.43,-0.0325963,0.0448068
29.44,-0.0321471,0.0450407
29.45,-0.0316956,0.0452696
29.46,-0.0312417,0.0454935
29.47,-0.0307857,0.0457125
29.48,-0.0303275,0.0459264
29.49,-0.0298672,0.0461353
29.5,-0.0294048,0.0463392
29.51,-0.0289404,0.046538
29.52,-0.0284741,0.0467318
29.53,-0.0280058,0.0469206
29.54,-0.0275357,0.0471043
29.55,-0.0270637,0.0472829
29.56,-0.02659,0.0474564
29.57,-0.0261146,0.0476249
29.58,-0.0256375,0.0477882
29.59,-0.0251589,0.0479465
29.6,-0.0246786,0.0480996
29.61,-0.0241969,0.0482476
29.62,-0.0237137,0.0483905
29.63,-0.0232291,0.0485283
29.64,-0.0227432,0.048661
29.65,-0.0222559,0.0487886
29.66,-0.0217674,0.048911
29.67,-0.0212777,0.0490283
29.68,-0.0207868,0.0491404
29.69,-0.0202949,0.0492474
29.7,-0.0198019,0.0493493
29.71,-0.0193079,0.0494461
29.72,-0.018813,0.0495377
29.73,-0.0183172,0.0496242
29.74,-0.0178205,0.0497055
29.75,-0.0173231,0.0497818
29.76,-0.0168249,0.0498529
29.77,-0.0163261,0.0499189
29.78,-0.0158266,0.0499797
29.79,-0.0153265,0.0500355
29.8,-0.0148259,0.0500861
29.81,-0.0143248,0.0501317
29.82,-0.0138233,0.0501721
29.83,-0.0133214,0.0502074
29.84,-0.0128191,0.0502377
29.85,-0.0123166,0.0502629
29.86,-0.0118139,0.050283
29.87,-0.011311,0.050298
29.88,-0.0108079,0.050308
29.89,-0.0103048,0.0503129
29.9,-0.0098017,0.0503129
29.91,-0.00929859,0.0503077
29.92,-0.00879556,0.0502976
29.93,-0.00829266,0.0502825
29.94,-0.00778993,0.0502623
29.95,-0.00728743,0.0502372
29.96,-0.0067852,0.0502071
29.97,-0.0062833,0.0501721
29.98,-0.00578178,0.0501321
29.99,-0.00528068,0.0500872
